Clasificación,Entidad,Nombre del sitio,Dominio,Sitio activo,CMS,IP servidor,Certificado de seguridad,Estatus proyecto,Comentarios
CUyS,CUCEI,Doctorado en Ciencias en Bioquímica Molecular y Traslacional,https://www.cucei.udg.mx/doctorados/bioquimica,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,Centro Integral de Documentación CID,https://biblioteca.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,Investigación,https://investigacion.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,Coordinación de Tecnologías para el Aprendizaje,https://cta.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,Departamento de Bioingeniería Traslacional,https://depbio.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,Departamento De Ciencias Computacionales,https://dcc.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,Departamento de Innovación Basada en la Información y el Conocimiento,https://dibic.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,Departamento de Farmacobiología,https://depfarm.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,Departamento de Física,https://depfisica.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,Departamento de Ingeniería Electro-Fotónica,https://depief.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,Departamento de Matemáticas,https://depmate.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,"Departamento de Madera, Celulosa y Papel",https://dmcyp.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,Departamento de Ingeniería Mecánica Eléctrica,https://mecaelec.cucei.udg.mx,No,D7,148.202.248.21,No tiene,,
CUyS,CUCEI,Departamento de Ingeniería de Proyectos,https://depingp.cucei.udg.mx/,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,Departamento de Química,https://depquim.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,División de Ciencias Básicas,https://divbasicas.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,División de Electrónica y Computación,https://divec.cucei.udg.mx,No,D7,148.202.248.21,No tiene,,
CUyS,CUCEI,División de Ingenierías,https://diving.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,División de Tecnologías para la Integración Ciber-Humana,https://divtic.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCEI,Doctorado en Ciencias en Procesos Biotecnológicos,https://dcpb.cucei.udg.mx,No,D7,148.202.248.21,No tiene,,
CUyS,CUCEI,ITRANS,https://itrans.cucei.udg.mx,Sí,D7,148.202.248.21,Activo,,
CUyS,CUCHAPALA,Centro Universitario de Chapala,https://cuchapala.udg.mx/,Sí,D10,148.202.34.140,Activo,NA,
CUyS,CUCIENEGA,Centro Universitario de la Ciénega,https://cuci.udg.mx/,Sí,D7,148.202.148.1,Activo,,
CUyS,CUCOSTA,Centro Universitario de la Costa,https://www.cuc.udg.mx/,Sí,D10,148.202.248.161,Activo,Migrado y publicado,
CUyS,CUCS,Centro Universitario de Ciencias de la Salud,https://www.cucs.udg.mx/,Sí,D7,148.202.125.1,Activo,,
CUyS,CUCSH,Centro Universitario de Ciencias Sociales y Humanas,https://www.cucsh.udg.mx/,Sí,D10,148.202.248.25,Activo,Migrado y publicado,
CUyS,CUCSH,Cátedra Latinoamericana Julio Cortázar,https://jcortazar.udg.mx/,Sí,D10,148.202.34.141,Activo,NA,
CUyS,CUCSH,Cátedra Jorge Alonso,https://catedraalonso-ciesas.udg.mx/,Sí,D7,148.202.248.76,Activo,,
CUyS,CUCSH,Instituto de Investigaciones en Innovación y Gobernanza,https://gobernanza.udg.mx/,Sí,D10,148.202.34.140,Activo,Migrado y publicado,
CUyS,CUCSH,Cátedra de Migración Jorge Durand,http://www.catedrajorgedurand.udg.mx/,Sí,D7,148.202.248.67,No tiene,,
CUyS,CUCSUR,Centro Universitario de la Costa del Sur,https://cucsur.udg.mx/,Sí,D10,148.202.213.185,Activo,NA,
CUyS,CUGDL,Centro Universitario de Guadalajara,https://cugdl.udg.mx/,Sí,D10,148.202.34.140,Activo,NA,
CUyS,CULAGOS,Centro Universitario de los Lagos,https://culagos.udg.mx/,Sí,D10,148.202.34.140,Activo,Migrado y publicado,
CUyS,CUNORTE,Centro Universitario del Norte,https://www.cunorte.udg.mx/es,Sí,D10,148.202.79.5,Activo,Migrado y publicado,
CUyS,CUSUR,Centro Universitario del Sur,https://www.cusur.udg.mx/es/,Sí,D10,148.202.119.1,Activo,Migrado y publicado,
CUyS,CUTLAJO,Centro Universitario de Tlajomulco,https://www.cutlajomulco.udg.mx/,Sí,D10,148.202.34.141,Activo,Migrado y publicado,
CUyS,CUTLAQUE,Centro Universitario de Tlaquepaque,https://cutlaquepaque.udg.mx/,Sí,D10,148.202.34.140,Activo,NA,
CUyS,CUTONALÁ,Centro Universitario de Tonalá,https://cutonala.udg.mx/,Sí,D10,148.202.34.140,Activo,Migrado y publicado,
CUyS,CUVALLES,Centro Universitario de los Valles ,https://www.cuvalles.udg.mx/,Sí,D10,148.202.89.73,Activo,NA,
AG,DDU,Unidad para la Igualdad de la UdeG,https://igualdad.udg.mx/,Sí,D10,148.202.34.141,Activo,Migrado y publicado,
AG,DDU,DDU,https://ddu.udg.mx/,Sí,D10,148.202.34.141,Activo,NA,
AG,DDU,Pazdata,https://pazdata.udg.mx/,Sí,Otro,148.202.34.140,Activo,Sistema,Pazdata v0.5.0-beta
AG,DIRFIN,Dirección de Finanzas,https://finanzas.udg.mx/,Sí,D10,148.202.34.141,Activo,Migrado y publicado,
AG,DIRFIN,Sistema de Control de Archivos,http://www.acuerdos.vicerrectoria.udg.mx/acceso/html/index.php,Sí,PHP,148.202.248.67,No tiene,Sistema,
AG,FUNDACIÓN UdeG,Fundación UDG,https://fundacionudg.org/,Sí,WordPress,147.79.120.141,Activo,2da etapa,
AG,FUNDACIÓN UdeG,Egresados UDGLA,https://egresadosudgla.org/index.php,Sí,PHP,Externo,Activo,2da etapa,
AG,FUNDACIÓN UdeG,University of Guadalajara Foundation USA,https://udgusa.tech/,Sí,PHP,147.79.120.222,Activo,2da etapa,
AG,OAG,Oficina de la Abogacía General,https://abogaciageneral.udg.mx/,Sí,D10,148.202.34.141,Activo,Migrado y publicado,
AG,OAG,"Alétheia, Anuario de Derechos Humanos y Filosofía del Derecho",http://aletheia-abogaciageneral.udg.mx/,No,Eliminado,NA,Eliminado,Eliminado,Ticket 38496
AG,OSURTC,PodCast Red Radio Universidad de Guadalajara,https://www.podcastudg.com/,Sí,Otro,Externo,Activo,2da etapa,
AG,OSURTC,UDG TV,https://udgtv.com/,Sí,WordPress,Externo,Activo,2da etapa,
AG,RG,Contraloría social,http://contraloriasocial.udg.mx/,Sí,D10,148.202.34.141,Activo,Migrado y publicado,
AG,RG,XII Consejo de Rectorías,https://cr.udg.mx/,Sí,D10,148.202.34.141,Activo,Migrado y publicado,
AG,RG,Consejo Social,https://cs.udg.mx/,Sí,D10,148.202.34.141,Activo,Migrado y publicado,
AG,RG,Diplomado en Intervención Emocional,https://diem.udg.mx/user/login,Sí,D10,148.202.34.141,Activo,Migrado y publicado,
AG,RG,Rectoría General,https://rectoria.udg.mx/,Sí,D7,148.202.248.76,Activo,En proceso de migración,
AG,RG,Enciclopedia Histórica y Biográfica de la Universidad de Guadalajara,https://enciclopedia.udg.mx/,Sí,PHP,148.202.248.67,No tiene,2da etapa,
AG,SECGRAL,Secretaria General,https://secgral.udg.mx/,Sí,D10,148.202.34.141,Activo,Migrado y publicado,
AG,SECGRAL,Comisión Electoral,https://electoral.udg.mx/,Sí,D10,148.202.34.141,Activo,Migrado y publicado,
AG,SECGRAL,Consejo General Universitario,http://www.hcgu.udg.mx/,Sí,D7,148.202.143.3,No tiene,En proceso de migración,
CUyS,SEMS,Escuela Preparatoria de Jalisco,https://prepajalisco.sems.udg.mx/,Sí,D7,148.202.34.244,Activo,,
CUyS,SEMS,Escuela Preparatoria 2,https://prepa2.sems.udg.mx/,Sí,D7,148.202.86.12,Activo,,
CUyS,SEMS,Escuela Preparatoria 3,https://prepa3.sems.udg.mx/,Sí,D7,148.202.86.12,Activo,,
CUyS,SEMS,Escuela Preparatoria 4,https://prepa4.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria 5,https://www.prepa5.sems.udg.mx/,Sí,D7,148.202.65.105,Activo,,
CUyS,SEMS,Escuela Preparatoria 6,https://prepa6.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria 7,http://prepa7.sems.udg.mx/,Sí,D7,148.202.85.3,No tiene,,
CUyS,SEMS,Escuela Preparatoria 8,http://prepa8.sems.udg.mx/,Sí,D7,148.202.85.13,No tiene,,
CUyS,SEMS,Escuela Preparatoria 9,https://prepa9.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria 10,https://prepa10.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria 11,http://prepa11.sems.udg.mx/,Sí,D7,148.202.85.15,No tiene,,
CUyS,SEMS,Escuela Preparatoria 12,http://prepa12.sems.udg.mx/,No,D7,148.202.85.3,No tiene,,
CUyS,SEMS,Escuela Preparatoria 13,https://prepa13.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria 14,http://prepa14.sems.udg.mx/,Sí,D7,148.202.85.15,No tiene,,
CUyS,SEMS,Escuela Preparatoria 15,http://prepa15.sems.udg.mx/,Sí,D7,148.202.85.15,No tiene,,
CUyS,SEMS,Escuela Preparatoria 16,https://prepa16.sems.udg.mx/,Sí,D7,148.202.86.12,Activo,,
CUyS,SEMS,Escuela Preparatoria 17,https://prepa17.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria 18,http://prepa18.sems.udg.mx/,Sí,D7,148.202.85.13,No tiene,,
CUyS,SEMS,Escuela Preparatoria 19,https://prepa19.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria 20,https://prepa20.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria 21,https://prepa21.sems.udg.mx/,Sí,D7,"148,202,86,12",Activo,,
CUyS,SEMS,Escuela Preparatoria 22,https://prepa22.sems.udg.mx/,Sí,D7,148.202.86.12,Activo,,
CUyS,SEMS,Escuela Vocacional,https://voca.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela politécnica de Guadalajara,https://politecnica.sems.udg.mx/,Sí,D7,148.202.85.18,Activo,,
CUyS,SEMS,Escuela politécnica Ing. Jorge Matute Remus,http://politecnicamatute.sems.udg.mx/,Sí,D7,148.202.85.3,No tiene,,
CUyS,SEMS,"Escuela Preparatoria de Tonalá ""Dra. Ruth Padilla Muñoz"" ",http://prepatonala.sems.udg.mx/,Sí,D7,148.202.85.15,No tiene,,
CUyS,SEMS,Escuela Preparatoria Regional de Tonalá Norte,https://prepatonalanorte.sems.udg.mx/,Sí,D7,148.202.85.12,Activo,,
CUyS,SEMS,Escuela Preparatoria de Tonalá Sur,http://prepatonalasur.sems.udg.mx/,Sí,D7,148.202.85.12,No tiene,,
CUyS,SEMS,Escuela de Educación Media Superior Wixárika,https://prepawixarika.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Regional de Educación Media Superior de Ocotlán,https://eremso.sems.udg.mx/,Sí,D7,148.202.86.12,Activo,,
CUyS,SEMS,Preparatoria de San José del Valle de Tlajomulco de Zúñiga,http://prepasanjosedelvalle.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Ahualulco de Mercado,http://prepaahualulco.sems.udg.mx/,Sí,D7,148.202.85.13,No tiene,,
CUyS,SEMS,Preparatoria Regional de Amatitán,http://prepaamatitan.sems.udg.mx/,Sí,D7,148.202.85.15,No tiene,,
CUyS,SEMS,Escuela Preparatoria Regional de Ameca,http://prepaameca.sems.udg.mx/,Sí,D7,148.202.85.15,No tiene,,
CUyS,SEMS,Escuela Preparatoria Regional de Arandas,http://prepaarandas.sems.udg.mx/,Sí,D7,148.202.85.13,No tiene,,
CUyS,SEMS,Escuela Preparatoria Regional de Atotonilco ,https://prepaatotonilco.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Autlán,https://prepaautlan.sems.udg.mx/,Sí,D7,148.202.86.12,Activo,,
CUyS,SEMS,Escuela Preparatoria Regional de Casimiro Castillo,https://prepacasimiro.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Chapala,http://prepachapala.sems.udg.mx/,Sí,D7,148.202.85.13,No tiene,,
CUyS,SEMS,Escuela Preparatoria Regional de Cihuatlán,https://prepacihuatlan.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Ciudad Guzmán,https://prepaciudadguzman.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Cocula,https://prepacocula.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Colotlán,https://prepacolotlan.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Degollado,https://prepadegollado.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de El Arenal,http://prepaelarenal.sems.udg.mx/,Sí,D7,148.202.34.244,Activo,,
CUyS,SEMS,Escuela Preparatoria Regional de El Grullo,https://prepaelgrullo.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de El Salto,https://prepaelsalto.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Etzatlán,https://prepaetzatlan.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Preparatoria Regional de Huejuquilla el Alto,https://prepahuejuquilla.sems.udg.mx/,No,D10,148.202.34.244,No tiene,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Ixtlahuacán de los Membrillos,https://prepaixtlahuacan.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Preparatoria Regional de Jalostotitlán,https://prepajalostotitlan.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Jamay,https://prepajamay.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Jocotepec,https://prepajocotepec.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de La Barca,https://prepalabarca.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Preparatoria Regional de Lagos de Moreno,https://prepalagosdemoreno.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,"Preparatoria Regional de Mazamitla ""Lic. José Parres Arias""",https://prepamazamitla.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Puerto Vallarta (PrepaVallartaUDG),http://prepavallarta.sems.udg.mx/,Sí,D7,148.202.85.3,No tiene,,
CUyS,SEMS,Escuela Preparatoria Regional de San Juan de Los Lagos ,https://prepasanjuan.sems.udg.mx/,Sí,D7,148.202.86.12,Activo,,
CUyS,SEMS,Escuela Preparatoria Regional de San Martín Hidalgo,https://prepasanmartin.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de San Miguel el Alto,https://prepasanmiguel.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Santa Anita,http://prepasantaanita.sems.udg.mx/,Sí,D7,148.202.85.13,No tiene,,
CUyS,SEMS,Escuela Preparatoria Regional de Sayula,http://prepasayula.sems.udg.mx/,Sí,D7,148.202.85.13,No tiene,,
CUyS,SEMS,Escuela Preparatoria Regional de Tala,https://prepatala.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Tamazula,https://prepatamazula.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Tecolotlán,https://prepatecolotlan.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Tepatitlán de Morelos ,https://prepatepatitlan.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Tequila,https://prepatequila.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Tlajomulco,http://prepatlajomulco.sems.udg.mx/,Sí,D7,148.202.85.13,No tiene,,
CUyS,SEMS,Preparatoria Regional de Toluquilla,http://prepatoluquilla.sems.udg.mx/,Sí,D7,148.202.85.15,No tiene,,
CUyS,SEMS,Escuela Preparatoria Regional de Tuxpan,http://prepatuxpan.sems.udg.mx/,Sí,D7,148.202.34.244,Activo,,
CUyS,SEMS,Preparatoria Regional de Unión de Tula,https://prepauniondetula.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Preparatoria Regional de Villa Corona,https://prepavillacorona.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Zacoalco,https://prepazacoalco.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Zapotiltic,https://prepazapotiltic.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Escuela Preparatoria Regional de Zapotlanejo,https://prepazapotlanejo.sems.udg.mx/,Sí,D10,148.202.34.244,Activo,Migrado y publicado,
CUyS,SEMS,Sistema de Educación Media Superior,https://www.sems.udg.mx/,Sí,D10,148.202.34.72,Activo,Migrado y publicado,
AG,SIUBI,Biblioteca Digital UDG Universidad de Guadalajara,https://wdg.biblio.udg.mx/index.php,Sí,Otro,148.202.168.13,Activo,,Joomla!
AG,SIUBI,Biblioteca Pública del Estado de Jalisco,https://bpej.udg.mx/,Sí,D10,148.202.34.141,Activo,Migrado y publicado,
AG,SIUBI,BiblioGuía,http://www.biblioguia.udg.mx/,No,D7,NA,No tiene,Solicitud de baja,Ticket 39412
AG,SIUBI,Repositorio Institucional de la Universidad de Guadalajara,https://riudg.udg.mx/,Sí,Otro,148.202.168.188,Activo,,DSpace
AG,SIUBI,Sistema Universitario de Bibliotecas,https://bibliotecas.udg.mx/,Sí,D10,148.202.34.141,Activo,NA,
AG,SIUBI,Biblioteca Iberoamericana,https://bibliotecaiberoamericana.udg.mx/,Sí,PHP,148.202.34.140,Activo,Migrado de CMS,
AG,SIUBI,Centro Documental de Literatura Iberoamericana Carmen Balcell,https://cdcb.udg.mx/,Sí,D10,148.202.34.141,Activo,NA,
AG,SIUBI,Coloquio Internacional de Bibliotecarios,https://coloquiobibliotecarios.udg.mx/,Sí,D10,148.202.34.141,Activo,NA,
AG,UDGPlus,Dirección General de Universidad Virtual y Aprendizaje Digital Para Toda la Vida,https://udgplus.udg.mx/,Sí,D10,148.202.167.53,Activo,NA,
AG,VAAD,CGTA y Vicerrectoría Adjunta Administrativa,https://cgsait.udg.mx/,Sí,D10,148.202.34.141,Activo,NA,
AG,VAAD,Vicerrectoría Adjunta Administrativa,https://vicerrectoriaadministrativa.udg.mx/,Sí,D10,148.202.34.140,Activo,NA,
AG,VAAI,Vicerrectoría Adjunta Académica y de Investigación,https://vicerrectoriaacademica.udg.mx/,Sí,D10,148.202.34.141,Activo,Migrado y publicado,
AG,VAAI,Programa Nacional de Posgrados de Calidad,http://www.evaluacionpnpc.udg.mx/,Sí,D6,148.202.248.76,No tiene,Sistema,
AG,VAAI,Programa Nacional de Posgrados de Calidad (Especialidades Médicas),http://www.em.evaluacionpnpc.udg.mx/,Sí,D6,148.202.248.76,No tiene,Sistema,
AG,VAAI,Ciencia UDG,https://cienciaudg.mx/,Sí,D9,162.214.93.50,Activo,,
AG,VE,Vicerrectoría Ejecutiva,https://vicerrectoria.udg.mx/,Sí,D7,148.202.248.76,Activo,En proceso de migración,
AG,UDGPlus,Biblioteca Virtual del Sistema de Universidad Virtual,http://biblioteca.udgvirtual.udg.mx,Sí,D7,148.202.167.116,No tiene,,
CUyS,CUALTOS,Archivos Temaca,http://archivostemaca-cualtos.udg.mx,Sí,WordPress,148.202.228.103,Activo,,
AG,CGCE,Coordinación de Estudios Incorporados,http://cei.udg.mx,Sí,D9,148.202.34.15,Activo,,
CUyS,CUCSH,Alofonia,http://alofonia.udg.mx,Sí,D9,148.202.34.141,No tiene,,
CUyS,CUCOSTA,Coloquio Académico de la División de Estudios Sociales y Económicos,https://cadese.cuc.udg.mx,Sí,Otro,148.202.34.31,Activo,,
CUyS,CUAAD,Doctorado Ciudad Territorio y Sustentabilidad,http://dcts.cuaad.udg.mx,Sí,Otro,148.202.102.221,Activo,,Joomla!
CUyS,CUAAD,Centro de Investigación del Medio Ambiente y Ordenación Territorial,http://cima.cuaad.udg.mx,Sí,Otro,148.202.102.221,Activo,,Joomla!
CUyS,CUCIENEGA,CUCIÉNEGA Atotonilco,http://atotonilco.cuci.udg.mx,Sí,D7,148.202.148.1,Activo,,
AG,UDGPlus,Encuentro Internacional de Educación a Distancia de la Universidad de Guadalajara,http://encuentro.udgvirtual.udg.mx,Sí,WordPress,148.202.167.130,Activo,,
CUyS,CUCEA,CTA CUCEA,http://cta.cucea.udg.mx,Sí,Otro,148.202.23.220,Activo,,
CUyS,CUCEA,Diagnóstico fácil empresarial finanzas auditoria contabilidad impuestos legales,http://dfe.cucea.udg.mx,Sí,Otro,148.202.248.171,Activo,,Open Journal Systems
CUyS,CUCEA,Consejo de Centro CUCEA,http://csc.cucea.udg.mx,Sí,Otro,148.202.23.220,Activo,,
AG,UDGPlus,Cultura UDGVirtual,http://centrocultural.udgvirtual.udg.mx,Sí,D7,148.202.167.73,No tiene,,
AG,UDGPlus,UDGVirtual Formación Integral,http://formacionintegral.udgvirtual.udg.mx,Sí,D7,148.202.167.85,No tiene,,
CUyS,CUCOSTA,Coloquio Interdisciplinario de Estudios Sociales y Económicos,https://ciese.cuc.udg.mx,Sí,Otro,148.202.34.31,Activo,,Hugo
AG,UDGPlus,Maestría y Doctorado en Gestión de la Cultura,http://gestioncultural.udgvirtual.udg.mx,Sí,D7,148.202.167.64,Activo,,
CUyS,CUCEA,Doctorado en Gestión de la Educación Superior,http://dges.cucea.udg.mx,Sí,D7,148.202.23.76,Activo,,
CUyS,CUAAD,Instituto de Investigación y Estudio de la Ciudades,http://inciudades.cuaad.udg.mx,Sí,Otro,148.202.102.221,Activo,,Joomla!
AG,UDGPlus,Instituto de Gestión del Conocimiento y el Aprendizaje en Ambientes Virtuales,http://investigacion.udgvirtual.udg.mx,Sí,D7,148.202.167.118,Activo,,
CUyS,CUCEA,Rectoría CUCEA,http://dwtest.cucea.udg.mx,Sí,Otro,148.202.23.220,Activo,,
CUyS,CUCEA,"EconoQuantum, Revista Cuantitativa de Economía y Finanzas",http://econoquantum.cucea.udg.mx,Sí,Otro,148.202.248.171,Activo,,Open Journal Systems
AG,CGSU,Club Deportivo UDG,http://clubdeportivoudg.com,Sí,WordPress,65.99.252.212,Activo,,
CUyS,CUCEA,Licenciaturas en Modalidad Presencial Enriquecida (B-Learning),http://elicenciaturas.cucea.udg.mx,Sí,D9,148.202.23.219,Activo,,
CUyS,CUALTOS,CTA CUALTOS,http://cta.cualtos.udg.mx,Sí,D7,148.202.228.13,Activo,,
CUyS,CUCEA,Plataforma Economía de Jalisco PLEJ,http://economiajalisco.cucea.udg.mx,Sí,Otro,148.202.23.2,Activo,,
CUyS,CUALTOS,Coordinación de Investigación y Posgrado CUALTOS,http://investigacion.cualtos.udg.mx,Sí,D7,148.202.228.13,Activo,,
CUyS,CUTONALÁ,CUTonalá Moodle,http://moodle2.cutonala.udg.mx,Sí,Otro,148.202.248.124,Activo,,
CUyS,CUCEA,Informe de Actividades 2020 CUCEA,http://informe-2020-2021.cucea.udg.mx,Sí,WordPress,148.202.23.36,Activo,,
CUyS,CUCSH,InterNaciones,http://internaciones.cucsh.udg.mx,Sí,Otro,148.202.248.171,Activo,,Open Journal Systems
AG,UDGPlus,Observatorio Latinoamericano de Gestión Cultural,http://observatoriocultural.udgvirtual.udg.mx,Sí,D7,148.202.167.62,Activo,,
CUyS,CUVALLES,Maestría en Ingeniería de Software,http://mis.cuvalles.udg.mx,Sí,D7,148.202.89.24,No tiene,,
AG,SECGRAL,Tablero Electoral,http://tableroelectoral.udg.mx,Sí,WordPress,148.202.34.52,Activo,,
CUyS,CUCEA,Primer Ingreso CUCEA,http://primeringreso.cucea.udg.mx,Sí,Otro,148.202.23.220,Activo,,
CUyS,CUCEA,Red de Relaciones Internacionales y Desarrollo Global,http://rriydg.cucea.udg.mx,Sí,D9,148.202.23.219,Activo,,
CUyS,CUAAD,Maestría en Procesos y Expresión Gráfica en la Proyectación Arquitectónica-Urbana,http://mpegpau.cuaad.udg.mx,Sí,Otro,148.202.102.221,Activo,,Joomla!
CUyS,CUCOSTA,Programa Bienestar en la comunidad del CUCOSTA,https://salud.cuc.udg.mx,Sí,Otro,148.202.34.31,Activo,,
CUyS,CUVALLES,Maestría en Tecnologías para el Aprendizaje,http://mta.cuvalles.udg.mx,Sí,D7,148.202.89.24,No tiene,,
AG,CENCULT,Festival Internacional de Cine en Guadalajara,http://ficg.mx,Sí,Otro,88.198.133.150,Activo,,Elementor
CUyS,CUCEA,Programa de tutorías CUCEA,http://tutorias.cucea.udg.mx,Sí,Otro,148.202.23.220,Activo,,
AG,CENCULT,Mediateca Media Superior,http://mediateca.editorial.udg.mx,Sí,Otro,157.245.127.94,Activo,,
AG,NO IDENTIFICADO,VAAI,mercaditovecino.udg.mx,No,Otro,148.202.34.55,No tiene,,Boostrap
AG,NO IDENTIFICADO,,www.toseconcausa.udg.mx,No,Otro,148.202.248.228,No tiene,,Boostrap
AG,SIUBI,,coloquiobibliotecarios2020.udg.mx,No,,,No tiene,Solicitud de baja,Ticket 39412
AG,NO IDENTIFICADO,RG,sesioncupia.udg.mx,No,,148.202.34.141,No tiene,,Página Inaccesible
AG,NO IDENTIFICADO,RG,test.anuiesrco.udg.mx,No,,148.202.248.67,No tiene,,Página Inaccesible
AG,NO IDENTIFICADO,CUCEI,test.iam.udg.mx,No,,148.202.34.55,No tiene,,Página Inaccesible
